Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2022-04-29 00:00:00-04:00,47.60343329179912,47.842262468713436,46.208668128994034,46.28509521484375,7286900,0.0,0.0,0.0
2022-05-02 00:00:00-04:00,46.28509575713868,46.72454057319116,45.511287902942186,46.581241607666016,7379000,0.0,0.0,0.0
2022-05-03 00:00:00-04:00,46.609895451251695,47.05889175265002,46.447489742389244,46.78185272216797,7337300,0.0,0.0,0.0
2022-05-04 00:00:00-04:00,46.877390660355225,48.262600618473385,46.4857109550902,48.20528030395508,10007500,0.0,0.0,0.0
2022-05-05 00:00:00-04:00,47.70852217523208,47.70852217523208,46.00805934845592,46.4857177734375,10974100,0.0,0.0,0.0
2022-05-06 00:00:00-04:00,46.199121657940964,46.600352970147846,45.58771948072414,46.237335205078125,9168900,0.0,0.0,0.0
2022-05-09 00:00:00-04:00,45.501745276724485,45.654595835993824,44.55597993582716,44.756595611572266,7835100,0.0,0.0,0.0
2022-05-10 00:00:00-04:00,45.453973848403784,45.616375950718826,44.355358100793474,44.85212326049805,10032200,0.0,0.0,0.0
2022-05-11 00:00:00-04:00,44.699274603986495,45.3871002320158,44.04010366997603,44.10697555541992,12263900,0.0,0.0,0.0
2022-05-12 00:00:00-04:00,43.753508920740266,44.46044495959418,43.275850518452174,44.0974235534668,10549100,0.0,0.0,0.0
2022-05-13 00:00:00-04:00,44.54642080591869,45.291566700294844,44.45088694494471,45.11005783081055,9365900,0.0,0.0,0.0
2022-05-16 00:00:00-04:00,44.918998037323604,45.37754968100122,44.680168828476226,44.976318359375,3769600,0.0,0.0,0.0
2022-05-17 00:00:00-04:00,45.683244423197415,45.883860056109064,45.23424440685267,45.855201721191406,6517100,0.0,0.0,0.0
2022-05-18 00:00:00-04:00,45.31067373244441,45.35843884108334,43.88725017184122,44.04965591430664,5406700,0.0,0.0,0.0
2022-05-19 00:00:00-04:00,43.66753190455396,44.2693825344563,43.50512979090664,43.77261734008789,9740400,0.0,0.0,0.0
2022-05-20 00:00:00-04:00,44.183408335733304,44.240728663880795,42.759984496152185,43.78217697143555,8109000,0.0,0.0,0.0
2022-05-23 00:00:00-04:00,44.12608288668947,44.689719959871766,43.86814690632694,44.61329650878906,5138600,0.0,0.0,0.0
2022-05-24 00:00:00-04:00,44.097421354321646,44.39357086089923,43.48601921296272,44.269378662109375,5017900,0.0,0.0,0.0
2022-05-25 00:00:00-04:00,44.05921016121082,44.88078319910726,44.040103387742946,44.67061233520508,6187500,0.0,0.0,0.0
2022-05-26 00:00:00-04:00,44.79479846126251,45.731008368663296,44.785246897947076,45.54949951171875,2596700,0.0,0.0,0.0
2022-05-27 00:00:00-04:00,45.8456560824655,46.676780700683594,45.81699409959972,46.676780700683594,2828100,0.0,0.0,0.0
2022-05-31 00:00:00-04:00,46.447500214794516,46.80097004262031,46.07492725855395,46.4092903137207,8262000,0.0,0.0,0.0
2022-06-01 00:00:00-04:00,46.62901226857721,46.77230759572659,45.73101218376654,46.046268463134766,8033400,0.0,0.0,0.0
2022-06-02 00:00:00-04:00,45.988952157404135,46.90605545043945,45.7310161729421,46.90605545043945,3740300,0.0,0.0,0.0
2022-06-03 00:00:00-04:00,46.34241618728193,46.51437350216378,46.02716353949479,46.1513557434082,2770700,0.0,0.0,0.0
2022-06-06 00:00:00-04:00,46.62900919923204,46.82006962285469,46.14179564395991,46.27553939819336,2484600,0.0,0.0,0.0
2022-06-07 00:00:00-04:00,45.86475751830027,46.7723091983193,45.80744084317433,46.71499252319336,2510400,0.0,0.0,0.0
2022-06-08 00:00:00-04:00,46.495265874613224,46.72454350499102,46.122692913963085,46.20867156982422,2534100,0.0,0.0,0.0
2022-06-09 00:00:00-04:00,45.9985115374537,46.2564439010589,45.11961806875218,45.129173278808594,3129400,0.0,0.0,0.0
2022-06-10 00:00:00-04:00,44.384017786620596,44.46044488008733,43.80127395379212,43.810829162597656,6356200,0.0,0.0,0.0
2022-06-13 00:00:00-04:00,42.67399637612652,42.88416722188123,41.93840570447323,42.1103630065918,15161000,0.0,0.0,0.0
2022-06-14 00:00:00-04:00,42.33963833964709,42.45427532999297,41.63270598089591,41.995723724365234,7616900,0.0,0.0,0.0
2022-06-15 00:00:00-04:00,42.40651101190603,43.12299859235745,41.80466042393842,42.578468322753906,7524100,0.0,0.0,0.0
2022-06-16 00:00:00-04:00,41.632699253730216,41.66135758562491,40.9066565956198,41.23146438598633,9913000,0.0,0.0,0.0
2022-06-17 00:00:00-04:00,41.23147454153715,41.661367847060944,40.868453123067674,41.279239654541016,7268600,0.0,0.0,0.0
2022-06-21 00:00:00-04:00,41.93562913216892,42.482615296706236,41.93562913216892,42.31947708129883,4581500,0.194,0.0,0.0
2022-06-22 00:00:00-04:00,41.810866628720525,42.722511234519374,41.762886104347814,42.242698669433594,5261200,0.0,0.0,0.0
