Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-10-08 00:00:00-04:00,32.91933158433922,33.62223414511117,32.91933158433922,33.47124099731445,14200,0.0,0.0,0.0
2024-10-09 00:00:00-04:00,33.57017174369997,33.76542233605335,33.51094335552579,33.68081283569336,22400,0.0,0.0,0.0
2024-10-10 00:00:00-04:00,33.7719318485746,33.96458053588867,33.57342636309861,33.96458053588867,27900,0.0,0.0,0.0
2024-10-11 00:00:00-04:00,33.889079995058914,34.32383860362956,33.45302042761114,33.896240234375,7800,0.0,0.0,0.0
2024-10-14 00:00:00-04:00,34.14941452050333,34.3674442962513,33.889078755336946,33.965877532958984,10400,0.0,0.0,0.0
2024-10-15 00:00:00-04:00,33.74003943163069,33.74003943163069,33.283802572190766,33.32936096191406,7300,0.0,0.0,0.0
2024-10-16 00:00:00-04:00,32.984417901510675,33.09701291601838,31.923552943206193,33.01305389404297,6700,0.0,0.0,0.0
2024-10-17 00:00:00-04:00,33.056010460099046,33.34237783447873,32.834725789931916,33.01891326904297,3600,0.0,0.0,0.0
2024-10-18 00:00:00-04:00,33.23173191969661,33.576674670923666,33.23173191969661,33.571468353271484,4800,0.0,0.0,0.0
2024-10-21 00:00:00-04:00,34.56594692263869,34.56594692263869,33.369057449428446,33.46993637084961,13000,0.0,0.0,0.0
2024-10-22 00:00:00-04:00,33.83701206186528,33.843519338560704,33.57407190429855,33.67625427246094,7900,0.0,0.0,0.0
2024-10-23 00:00:00-04:00,33.661290530567406,33.85654113457554,33.25126252422804,33.48881912231445,7200,0.0,0.0,0.0
2024-10-24 00:00:00-04:00,33.71986273410597,34.01339033289622,33.67755674407505,33.9867057800293,4800,0.0,0.0,0.0
2024-10-25 00:00:00-04:00,34.1363976209984,34.344665240869176,34.012737014812345,34.18781280517578,28200,0.0,0.0,0.0
2024-10-28 00:00:00-04:00,34.422761692164165,34.422761692164165,34.20798681587287,34.32904052734375,20100,0.0,0.0,0.0
2024-10-29 00:00:00-04:00,34.35117142001747,34.49435633513252,33.84351942314889,34.35182189941406,10800,0.0,0.0,0.0
2024-10-30 00:00:00-04:00,34.17544789483287,34.273074432552974,33.58318635677098,33.60987091064453,6500,0.0,0.0,0.0
2024-10-31 00:00:00-04:00,32.77614922127199,33.25776717425802,31.78687675867748,31.984081268310547,24100,0.0,0.0,0.0
2024-11-01 00:00:00-04:00,32.296482287667274,32.5743884503193,32.13832889090043,32.25613021850586,10400,0.0,0.0,0.0
2024-11-04 00:00:00-05:00,31.76735127384223,32.13702468173146,31.721792887610356,31.823322296142578,21100,0.0,0.0,0.0
2024-11-05 00:00:00-05:00,36.4989356263778,37.468681245805534,33.97368768430312,37.27147674560547,92800,0.0,0.0,0.0
2024-11-06 00:00:00-05:00,39.043711609678226,39.720580183500694,38.39938190563307,38.785980224609375,82100,0.0,0.0,0.0
2024-11-07 00:00:00-05:00,38.85828819944556,39.66924429485175,38.28386236159362,39.58612060546875,280500,2.201,0.0,0.0
2024-11-08 00:00:00-05:00,39.53408214475814,40.60184149822454,39.38540613909618,40.581565856933594,33700,0.0,0.0,0.0
2024-11-11 00:00:00-05:00,41.122204114756464,42.102109272280956,40.59643467213131,41.29791259765625,32400,0.0,0.0,0.0
2024-11-12 00:00:00-05:00,40.92622258345817,41.30804654369074,40.642386812681075,41.162750244140625,26400,0.0,0.0,0.0
2024-11-13 00:00:00-05:00,42.514344700885594,42.798180484559836,40.9802868060102,41.480377197265625,57100,0.0,0.0,0.0
2024-11-14 00:00:00-05:00,41.541200553065686,41.541200553065686,40.14905920788785,40.44235610961914,27000,0.0,0.0,0.0
2024-11-15 00:00:00-05:00,41.66959819677761,44.08827209472656,41.65608196192802,44.08827209472656,24000,0.0,0.0,0.0
2024-11-18 00:00:00-05:00,43.75780941404841,43.75780941404841,39.95577988931399,42.102108001708984,265500,0.0,0.0,0.0
2024-11-19 00:00:00-05:00,40.83160996505042,42.94009621296629,40.83160996505042,42.79074478149414,15600,0.0,0.0,0.0
2024-11-20 00:00:00-05:00,42.57516672840103,42.57516672840103,41.39928003683878,42.38526916503906,14400,0.0,0.0,0.0
2024-11-21 00:00:00-05:00,42.86576248071756,42.892794953297674,42.08521852516568,42.21834945678711,14600,0.0,0.0,0.0
2024-11-22 00:00:00-05:00,42.67653192346193,43.9909553527832,42.44338140480459,43.9909553527832,20600,0.0,0.0,0.0
2024-11-25 00:00:00-05:00,45.61624680352463,45.61624680352463,43.95378864983946,44.28492736816406,37500,0.0,0.0,0.0
2024-11-26 00:00:00-05:00,44.2916894782144,44.833003997802734,44.2916894782144,44.833003997802734,40800,0.0,0.0,0.0
2024-11-27 00:00:00-05:00,45.041823515247536,45.305383654443915,44.32547594571182,45.220909118652344,21200,0.0,0.0,0.0
2024-11-29 00:00:00-05:00,45.10264565680205,45.52772521972656,44.90666410223449,45.52772521972656,39200,0.0,0.0,0.0
2024-12-02 00:00:00-05:00,45.785203909060634,45.88589897025164,45.041828935816504,45.257408142089844,74700,0.0,0.0,0.0
2024-12-03 00:00:00-05:00,45.2918699704784,47.63688417455993,45.2918699704784,47.51997375488281,62300,0.0,0.0,0.0
2024-12-04 00:00:00-05:00,47.494963154258905,47.52199562497755,45.51487978838831,46.88674545288086,403000,0.0,0.0,0.0
2024-12-05 00:00:00-05:00,46.92792677932143,48.48296203293857,46.92792677932143,47.96319580078125,111300,3.348,0.0,0.0
2024-12-06 00:00:00-05:00,48.62497577271994,50.279413653158976,48.24083254242648,50.06639862060547,151100,0.0,0.0,0.0
2024-12-09 00:00:00-05:00,51.96226115767995,52.19658257413618,47.041538498775054,47.89787292480469,235200,0.0,0.0,0.0
2024-12-10 00:00:00-05:00,47.56698544908698,49.39894415142885,46.88532753091373,46.91373062133789,114300,0.0,0.0,0.0
2024-12-11 00:00:00-05:00,48.61787427820886,48.61787427820886,45.26638571606538,48.05195236206055,82200,0.0,0.0,0.0
2024-12-12 00:00:00-05:00,47.94331222487104,49.23562291735221,47.914914554561605,48.5042610168457,32700,0.0,0.0,0.0
2024-12-13 00:00:00-05:00,48.50426137649634,50.123199462890625,48.22733804157811,50.123199462890625,35600,0.0,0.0,0.0
2024-12-16 00:00:00-05:00,49.56935504753717,50.92202034131309,47.801304732491616,50.01669692993164,83000,0.0,0.0,0.0
2024-12-17 00:00:00-05:00,48.96581029157844,50.01670304924421,48.106637054776414,49.62616729736328,47300,0.0,0.0,0.0
2024-12-18 00:00:00-05:00,49.42024443668857,50.98238188456606,47.53503335150804,47.75160217285156,84900,0.0,0.0,0.0
2024-12-19 00:00:00-05:00,49.441544281663184,50.56699028931046,49.129121133022146,49.66166687011719,47500,0.0,0.0,0.0
2024-12-20 00:00:00-05:00,48.72438875534037,52.19658668215371,47.98805366322857,52.0900764465332,59500,0.0,0.0,0.0
2024-12-23 00:00:00-05:00,52.388298775182825,52.84983950038577,50.79776368051624,52.054569244384766,227800,0.0,0.0,0.0
2024-12-24 00:00:00-05:00,52.78592387018686,54.191846813561284,52.78592387018686,53.28651809692383,35800,0.0,0.0,0.0
2024-12-26 00:00:00-05:00,53.7942163304619,53.85101708637465,52.95634423573184,53.47468566894531,84200,0.0,0.0,0.0
2024-12-27 00:00:00-05:00,53.0770608979092,53.25457615174836,51.04912464447111,51.98356628417969,46800,0.0,0.0,0.0
2024-12-30 00:00:00-05:00,50.88296923402436,52.07160837959974,50.385923328814634,51.06758117675781,106600,0.0,0.0,0.0
2024-12-31 00:00:00-05:00,51.3729109065532,51.497173745197834,49.77527369884697,50.20130920410156,75000,0.0,0.0,0.0
2025-01-02 00:00:00-05:00,50.54923742087818,50.71254839486962,48.321065960433046,50.02378845214844,264300,0.0,0.0,0.0
2025-01-03 00:00:00-05:00,50.13527632025696,52.40224873045416,50.0043432344927,52.364837646484375,144600,3.589,0.0,0.0
2025-01-06 00:00:00-05:00,51.71392696333153,52.45461960202451,49.7761481630327,50.389652252197266,170200,0.0,0.0,0.0
2025-01-07 00:00:00-05:00,50.09037909058773,50.09037909058773,46.813370384985404,47.03034210205078,125200,0.0,0.0,0.0
2025-01-08 00:00:00-05:00,45.810815951140015,46.58891967295004,44.98034013786825,45.93800735473633,124600,0.0,0.0,0.0
2025-01-10 00:00:00-05:00,44.64365818120883,45.96792997342935,44.03763747996649,45.38435363769531,64100,0.0,0.0,0.0
2025-01-13 00:00:00-05:00,43.34931796163723,44.24712976453379,42.79566930012881,43.91044998168945,55400,0.0,0.0,0.0
2025-01-14 00:00:00-05:00,45.3095378857194,45.72851460338184,44.19475443180007,44.59877014160156,43200,0.0,0.0,0.0
2025-01-15 00:00:00-05:00,46.03526744094501,46.14749498031413,45.31103420630256,45.83325958251953,31400,0.0,0.0,0.0
2025-01-16 00:00:00-05:00,46.33454132080078,47.59895777188224,45.94923112570527,46.33454132080078,32500,0.0,0.0,0.0
2025-01-17 00:00:00-05:00,47.28472297532958,48.047862824978864,46.825341252283955,47.621402740478516,45200,0.0,0.0,0.0
2025-01-21 00:00:00-05:00,48.27231205242879,48.661366761276604,47.17997865310209,48.324684143066406,84800,0.0,0.0,0.0
2025-01-22 00:00:00-05:00,49.16264045825887,50.438281809175,48.679321722344056,50.337276458740234,79500,0.0,0.0,0.0
2025-01-23 00:00:00-05:00,50.26246676378403,51.481991658139655,50.24002239580973,51.47451400756836,62600,0.0,0.0,0.0
2025-01-24 00:00:00-05:00,51.519398516751075,52.89230075713544,51.00315526317498,51.152793884277344,81000,0.0,0.0,0.0
2025-01-27 00:00:00-05:00,48.69129743706659,50.0065876108614,47.47027417806856,48.98308563232422,188300,0.0,0.0,0.0
2025-01-28 00:00:00-05:00,49.349689716405734,51.863561606480054,48.299998849076964,51.6241455078125,90700,0.0,0.0,0.0
2025-01-29 00:00:00-05:00,51.811183501240244,52.04386397944971,50.36869924819511,51.48946762084961,180900,0.0,0.0,0.0
2025-01-30 00:00:00-05:00,51.663873129234894,52.516337990836405,51.30411934149549,52.28953552246094,73600,2.983,0.0,0.0
2025-01-31 00:00:00-05:00,52.00798964276643,54.189979698677035,52.00798964276643,52.71968078613281,137500,0.0,0.0,0.0
2025-02-03 00:00:00-05:00,51.3666860551658,53.5799597292811,50.70973995479816,53.01686477661133,136600,0.0,0.0,0.0
2025-02-04 00:00:00-05:00,63.32461120662517,65.28370685630878,61.00184759357314,63.856422424316406,611100,0.0,0.0,0.0
2025-02-05 00:00:00-05:00,62.66767131713569,63.67654884295669,61.408530015148486,62.519081115722656,108800,0.0,0.0,0.0
2025-02-06 00:00:00-05:00,62.4095923004867,67.37576774814391,62.2453512868076,66.883056640625,112900,0.0,0.0,0.0
2025-02-07 00:00:00-05:00,67.58691305052913,69.69069649145922,66.75791554596552,66.89868927001953,105000,0.0,0.0,0.0
2025-02-10 00:00:00-05:00,67.39139936097159,70.04263305664062,65.93673942587334,70.04263305664062,98400,0.0,0.0,0.0
2025-02-11 00:00:00-05:00,70.04263607868751,70.80516398785102,67.66512732913834,68.02488708496094,82600,0.0,0.0,0.0
2025-02-12 00:00:00-05:00,66.82831134129333,70.59009642890216,66.82831134129333,70.56663513183594,50800,0.0,0.0,0.0
2025-02-13 00:00:00-05:00,70.76214655156481,71.08279418945312,69.76890798928852,71.08279418945312,49100,0.0,0.0,0.0
2025-02-14 00:00:00-05:00,71.20011531127317,72.5053976047659,70.66048160192413,71.90398406982422,74000,0.0,0.0,0.0
