Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-04-26 00:00:00-04:00,159.23938108134615,160.50253634884263,158.10437098832205,158.62611389160156,7386600,0.0,0.0
2022-04-27 00:00:00-04:00,158.7359819472964,161.72910468193783,158.5254606807754,160.04490661621094,5180300,0.0,0.0
2022-04-28 00:00:00-04:00,159.75196808139518,162.58032423675482,159.10209394478252,162.47048950195312,5235800,0.0,0.0
2022-04-29 00:00:00-04:00,162.3881207475698,162.3881207475698,156.89616029227832,157.17076110839844,6505600,0.0,0.0
2022-05-02 00:00:00-04:00,158.35153909942036,158.77259557998067,151.2760667255027,153.5552215576172,7692100,0.0,0.0
2022-05-03 00:00:00-04:00,154.8183518918228,154.9739557491937,152.47511785907614,153.76573181152344,5564900,0.0,0.0
2022-05-04 00:00:00-04:00,153.41791045388078,159.37668230918814,153.41791045388078,159.13870239257812,6231500,0.0,0.0
2022-05-05 00:00:00-04:00,158.44305055110868,158.64442353380127,154.76343346446166,155.96250915527344,6534300,0.0,0.0
2022-05-06 00:00:00-04:00,154.90991949250545,156.33782712880026,154.43394562481413,155.98085021972656,5824600,0.0,0.0
2022-05-09 00:00:00-04:00,155.29433026567816,158.2508315767836,154.470527860961,157.16159057617188,7269100,0.0,0.0
2022-05-10 00:00:00-04:00,158.4613485845113,159.76111077943455,156.2920288467536,156.96937561035156,5936700,0.0,0.0
2022-05-11 00:00:00-04:00,156.35611138367108,157.81147746403306,155.5323089852719,156.20965576171875,5376900,0.0,0.0
2022-05-12 00:00:00-04:00,156.74969771209493,157.42704449959132,153.92134155503896,155.97166442871094,6473500,0.0,0.0
2022-05-13 00:00:00-04:00,156.24628346756813,159.41332037137371,155.1112871634035,159.0105743408203,4714600,0.0,0.0
2022-05-16 00:00:00-04:00,159.00138076773737,161.37207317457336,158.73592824747482,160.6123504638672,5317200,0.0,0.0
2022-05-17 00:00:00-04:00,160.46591601665824,160.8045824146276,157.9670781224035,159.68789672851562,5012200,0.0,0.0
2022-05-18 00:00:00-04:00,158.98311722171582,159.14786934486943,149.12504348310406,149.79322814941406,8875400,0.0,0.0
2022-05-19 00:00:00-04:00,148.74060204821797,148.99689242978954,146.15022557961098,147.55067443847656,6423800,0.0,0.0
2022-05-20 00:00:00-04:00,148.5026173766433,149.25317805108506,146.10445178731285,148.47515869140625,5768800,0.0,0.0
2022-05-23 00:00:00-04:00,150.3058212954799,152.813807810802,149.72001269699823,151.578125,4657800,0.0,0.0
2022-05-24 00:00:00-04:00,151.96254703846017,154.0128699670048,151.17536549502896,153.61013793945312,6327600,0.0,0.0
2022-05-25 00:00:00-04:00,153.63760398950967,155.13873933420817,152.82296372257167,154.6627655029297,5781000,0.0,0.0
2022-05-26 00:00:00-04:00,154.65360243591107,156.6032387724211,154.65360243591107,155.7062225341797,5193800,0.0,0.0
2022-05-27 00:00:00-04:00,156.75886712921402,157.26229967666586,155.7886229287317,157.22569274902344,6713500,0.0,0.0
2022-05-31 00:00:00-04:00,156.5025522998616,156.5025522998616,151.36756905116107,153.54605102539062,13610000,0.0,0.0
2022-06-01 00:00:00-04:00,153.93965176266775,154.12272829281142,149.94884039425628,152.39276123046875,5613900,0.0,0.0
2022-06-02 00:00:00-04:00,152.65084545111674,153.69236341881845,149.91341512448022,153.62783813476562,4677300,1.15,0.0
2022-06-03 00:00:00-04:00,152.87202132043313,153.5448533595837,151.48948164156653,151.9411163330078,4222000,0.0,0.0
2022-06-06 00:00:00-04:00,153.4250421860195,154.49419551136228,151.8305029702671,152.5770721435547,3447800,0.0,0.0
2022-06-07 00:00:00-04:00,152.70611742522755,153.7937226774309,151.36045327484774,153.5172119140625,4168300,0.0,0.0
2022-06-08 00:00:00-04:00,152.76143845747075,153.7476428838961,152.18076723179232,152.75221252441406,2646800,0.0,0.0
2022-06-09 00:00:00-04:00,152.25451786194324,153.85825519655114,149.93184681743088,150.03323364257812,3522900,0.0,0.0
2022-06-10 00:00:00-04:00,148.36496697733062,151.08395931435055,146.96398926732945,149.79359436035156,5203300,0.0,0.0
2022-06-13 00:00:00-04:00,147.95937824033138,150.11613651524394,146.60448838621264,147.2312469482422,6300700,0.0,0.0
2022-06-14 00:00:00-04:00,147.47093480122135,147.51702228113157,142.73343158328908,143.89476013183594,6159200,0.0,0.0
2022-06-15 00:00:00-04:00,145.5537540314748,147.32340286926527,143.71957993426253,145.43392944335938,5940100,0.0,0.0
2022-06-16 00:00:00-04:00,144.36478787578832,146.0514878561029,142.96381049263437,144.73345947265625,7207900,0.0,0.0
2022-06-17 00:00:00-04:00,144.7334892437591,146.54001419341472,143.9408324899188,144.76113891601562,9881800,0.0,0.0
2022-06-21 00:00:00-04:00,145.78421182959733,148.35574373468611,145.028430718457,148.1253204345703,4449600,0.0,0.0
2022-06-22 00:00:00-04:00,147.77507382107032,150.2267811312638,147.065366112557,149.34194946289062,4706500,0.0,0.0
2022-06-23 00:00:00-04:00,150.9549140905112,152.20841742931214,150.37424286282535,151.24986267089844,5810700,0.0,0.0
2022-06-24 00:00:00-04:00,152.66926065600063,153.1761947273591,151.1023850331925,153.1208953857422,5951500,0.0,0.0
2022-06-27 00:00:00-04:00,152.88124657160438,154.04258900442383,152.39275030075632,153.32366943359375,4595800,0.0,0.0
2022-06-28 00:00:00-04:00,154.06101679613423,155.25922080035284,151.0194404074779,151.16690063476562,4372900,0.0,0.0
2022-06-29 00:00:00-04:00,153.05634126316752,154.4388807986974,152.40194709214492,153.6738739013672,3653600,0.0,0.0
2022-06-30 00:00:00-04:00,154.0425871827461,154.45734630502443,152.66004739920373,153.60939025878906,6295100,0.0,0.0
2022-07-01 00:00:00-04:00,153.68312900079025,156.2454349678381,152.77985954011945,156.1256103515625,3918700,0.0,0.0
2022-07-05 00:00:00-04:00,155.4251567096128,156.12563860431183,152.38356579097353,155.775390625,4971600,0.0,0.0
2022-07-06 00:00:00-04:00,156.6878254616186,158.48512417618838,156.20854111642652,157.3330078125,4209100,0.0,0.0
2022-07-07 00:00:00-04:00,156.24544959512235,157.64641326215423,156.11641309779247,157.01966857910156,5150200,0.0,0.0
2022-07-08 00:00:00-04:00,157.21320799801813,159.17640485219138,157.1947701970437,158.42062377929688,3482900,0.0,0.0
2022-07-11 00:00:00-04:00,157.9874418707051,159.2685949135887,156.7062888278215,157.1210479736328,4921300,0.0,0.0
2022-07-12 00:00:00-04:00,159.45291578804847,159.74786434828093,155.64631855808705,156.22698974609375,5201600,0.0,0.0
2022-07-13 00:00:00-04:00,155.3421608773986,158.01507951208495,154.8260149517824,156.78001403808594,4533100,0.0,0.0
2022-07-14 00:00:00-04:00,155.11175310085602,157.757022330135,154.56795745082172,157.5911102294922,4218300,0.0,0.0
2022-07-15 00:00:00-04:00,157.92292746075296,159.37920456993092,156.7062996117215,157.72015380859375,4659100,0.0,0.0
2022-07-18 00:00:00-04:00,157.74778394478645,157.8307470205207,154.70620766696013,155.08409118652344,3479700,0.0,0.0
2022-07-19 00:00:00-04:00,156.91825749220374,157.3791040633996,155.4251191019838,156.74313354492188,4201600,0.0,0.0
2022-07-20 00:00:00-04:00,156.733929873485,157.2132142704926,154.34674788518493,155.08409118652344,3460700,0.0,0.0
2022-07-21 00:00:00-04:00,154.83522861636706,156.14403112802847,154.4388932709363,155.3144989013672,3088300,0.0,0.0
2022-07-22 00:00:00-04:00,155.89518746978803,157.2132160605861,155.29609251464845,156.32838439941406,3757800,0.0,0.0
2022-07-25 00:00:00-04:00,156.97359264847654,157.48052680524762,155.80303815264597,156.54962158203125,3357200,0.0,0.0
2022-07-26 00:00:00-04:00,157.21321388205953,158.52201652180025,155.98736025392614,158.37454223632812,3732100,0.0,0.0
2022-07-27 00:00:00-04:00,157.1394663109865,158.48513040083122,155.82143782592163,158.1533203125,4479000,0.0,0.0
2022-07-28 00:00:00-04:00,158.41138932502443,161.4068919137997,157.78464476482412,161.14881896972656,3134200,0.0,0.0
2022-07-29 00:00:00-04:00,160.06124124194005,161.73871551868808,159.81238014508776,161.2594451904297,4215500,0.0,0.0
2022-08-01 00:00:00-04:00,160.88155456569126,163.7756707175665,160.88155456569126,163.09361267089844,4034600,0.0,0.0
2022-08-02 00:00:00-04:00,163.08442312185784,163.27797084899362,161.4991094393843,161.7479705810547,3781100,0.0,0.0
2022-08-03 00:00:00-04:00,161.37003869344798,163.19498719598545,160.59581982133165,162.98300170898438,4401300,0.0,0.0
2022-08-04 00:00:00-04:00,162.60512441706663,162.900073013082,160.90921218174773,162.0981903076172,3822500,0.0,0.0
2022-08-05 00:00:00-04:00,160.73405649281253,161.0197790988681,158.89988219108233,160.88153076171875,3295600,0.0,0.0
2022-08-08 00:00:00-04:00,162.02440066936936,162.19031271686012,159.747831977035,160.236328125,2846100,0.0,0.0
2022-08-09 00:00:00-04:00,161.10276460335095,161.5083119027706,160.3377715459008,160.83547973632812,3228800,0.0,0.0
2022-08-10 00:00:00-04:00,162.04287985086796,162.61432513656086,161.03823763443296,162.16270446777344,4041100,0.0,0.0
2022-08-11 00:00:00-04:00,162.54981746492672,163.25029925180007,160.99215366692746,161.3331756591797,2743800,0.0,0.0
2022-08-12 00:00:00-04:00,162.15346881043084,163.48993512644378,161.64654883006327,163.44384765625,3756200,0.0,0.0
2022-08-15 00:00:00-04:00,163.8493982827838,165.31488704339563,162.955354785422,165.24114990234375,3043100,0.0,0.0
2022-08-16 00:00:00-04:00,165.70198487999133,166.54994084681357,164.6512553054594,166.19970703125,3395700,0.0,0.0
2022-08-17 00:00:00-04:00,165.996945265552,166.89098876407374,165.64669736108158,166.1075439453125,2666200,0.0,0.0
2022-08-18 00:00:00-04:00,166.66059158523976,166.76196434828944,165.8494969694517,166.27346801757812,3010600,0.0,0.0
2022-08-19 00:00:00-04:00,165.6835648144426,166.83568131614942,165.2780316195364,166.06146240234375,3704000,0.0,0.0
2022-08-22 00:00:00-04:00,166.03378348123871,166.33794387177602,164.07979873903258,164.4761199951172,3385000,0.0,0.0
2022-08-23 00:00:00-04:00,163.89548479725616,164.85403949749215,163.40697448264874,164.40240478515625,2575000,0.0,0.0
2022-08-24 00:00:00-04:00,164.40244126917113,165.44395927368979,164.16280605691293,165.22274780273438,3340600,0.0,0.0
2022-08-25 00:00:00-04:00,165.01072217653854,165.30567073282052,163.4991459853965,165.23193359375,3401800,0.0,0.0
2022-08-26 00:00:00-04:00,165.86791869521633,165.88634243366283,160.99215366692746,161.3331756591797,5246600,0.0,0.0
2022-08-29 00:00:00-04:00,160.88154750956176,161.5635914623935,159.64648202272207,160.8262481689453,4184500,0.0,0.0
2022-08-30 00:00:00-04:00,160.687972319973,161.01057053182873,158.83537424459058,159.44369506835938,4026300,0.0,0.0
2022-08-31 00:00:00-04:00,160.19949166144758,160.75251320294186,158.71556505782405,158.78009033203125,5597900,0.0,0.0
2022-09-01 00:00:00-04:00,158.5944852075612,160.50593065475272,157.96352868102392,160.38531494140625,4846100,1.15,0.0
2022-09-02 00:00:00-04:00,161.19258920957583,162.3524483800578,157.63877901220667,158.35325622558594,5801500,0.0,0.0
2022-09-06 00:00:00-04:00,158.65018950837512,160.14408884352252,156.93360625045804,157.28619384765625,4900100,0.0,0.0
2022-09-07 00:00:00-04:00,158.3161216727411,161.24824884759659,157.6758771902985,160.7564697265625,6074600,0.0,0.0
2022-09-08 00:00:00-04:00,160.32039093876364,160.9235121120963,158.2604796868699,160.21832275390625,3888100,0.0,0.0
2022-09-09 00:00:00-04:00,160.19973514334163,161.9627294914748,159.29040956243546,160.7286376953125,3662000,0.0,0.0
2022-09-12 00:00:00-04:00,160.72866248143276,161.86068628380815,160.29255425469282,161.359619140625,5953300,0.0,0.0
2022-09-13 00:00:00-04:00,160.06055891591416,160.3667634232874,154.9107815799757,155.33761596679688,6926200,0.0,0.0
2022-09-14 00:00:00-04:00,155.99640710998025,156.98925330916757,155.48608042577075,156.51602172851562,5156900,0.0,0.0
2022-09-15 00:00:00-04:00,156.3768492309309,156.40468471791363,153.41688640864808,153.91795349121094,5461000,0.0,0.0
2022-09-16 00:00:00-04:00,154.36335516041464,155.1149417218329,153.33339953517216,154.9293670654297,12012600,0.0,0.0
2022-09-19 00:00:00-04:00,155.0128837945477,156.63668692279396,154.49326905885923,156.5624542236328,3720900,0.0,0.0
2022-09-20 00:00:00-04:00,155.49537328693387,156.9521491528133,154.82729322155024,156.73873901367188,3872000,0.0,0.0
2022-09-21 00:00:00-04:00,157.62951029233318,159.62446246618154,156.20055581973648,156.29335021972656,5134500,0.0,0.0
2022-09-22 00:00:00-04:00,156.25619895281676,157.6387559790584,155.93144692759475,156.44178771972656,4290600,0.0,0.0
2022-09-23 00:00:00-04:00,156.246969586215,156.5810096397841,154.52109833584782,156.3675994873047,4565100,0.0,0.0
2022-09-26 00:00:00-04:00,156.19125511185854,157.7500988221578,155.44894251524383,156.30259704589844,5326400,0.0,0.0
2022-09-27 00:00:00-04:00,156.10777320792283,157.74084985051425,153.3241111517373,154.03857421875,5400700,0.0,0.0
2022-09-28 00:00:00-04:00,154.8736829835345,157.38824980573352,153.32411278806615,156.5067596435547,5480900,0.0,0.0
2022-09-29 00:00:00-04:00,156.6273818853384,156.94286017498086,153.10140725031053,154.59530639648438,5167700,0.0,0.0
2022-09-30 00:00:00-04:00,155.59745694110947,156.1077978971439,151.2549360842814,151.48690795898438,5971900,0.0,0.0
2022-10-03 00:00:00-04:00,151.72813298289472,153.7416466946591,151.2641893398586,153.3333740234375,5093400,0.0,0.0
2022-10-04 00:00:00-04:00,155.31908776233698,156.5624536119393,153.61177816361976,155.0592803955078,4596800,0.0,0.0
2022-10-05 00:00:00-04:00,154.92933337037812,155.04067530831693,151.92297362010922,154.02928161621094,3538600,0.0,0.0
2022-10-06 00:00:00-04:00,153.83444815939617,154.04787245872237,150.7817047966115,151.06007385253906,4623400,0.0,0.0
2022-10-07 00:00:00-04:00,150.5961161034348,151.25490817731603,149.37129803493463,149.95587158203125,4779200,0.0,0.0
2022-10-10 00:00:00-04:00,150.3084807316323,151.28275114706577,149.5661680011382,150.15074157714844,4839200,0.0,0.0
2022-10-11 00:00:00-04:00,150.54043654754267,152.42404658254856,149.90946583834653,150.8651885986328,5222600,0.0,0.0
2022-10-12 00:00:00-04:00,156.5624109662447,158.3903499725241,154.58602076109892,157.17481994628906,9795300,0.0,0.0
2022-10-13 00:00:00-04:00,155.04998817270098,162.4174021391227,154.7901808367787,162.01841735839844,8412700,0.0,0.0
2022-10-14 00:00:00-04:00,163.28957455631326,163.54938182223944,157.73153966192723,157.9171142578125,5937900,0.0,0.0
2022-10-17 00:00:00-04:00,159.84715132250162,161.0719552128732,158.73368937895378,160.2739715576172,6401800,0.0,0.0
2022-10-18 00:00:00-04:00,162.2132749574609,164.15255614047553,160.90495038275364,162.4359588623047,4547400,0.0,0.0
2022-10-19 00:00:00-04:00,162.213272781581,163.1597076813469,159.90282819075583,160.85855102539062,5200200,0.0,0.0
2022-10-20 00:00:00-04:00,161.63796798616892,161.7864333550942,158.77079957117897,159.09556579589844,4314000,0.0,0.0
2022-10-21 00:00:00-04:00,158.8543289680664,161.1647738208368,158.279043278464,160.5802001953125,5071500,0.0,0.0
2022-10-24 00:00:00-04:00,162.20398745557765,165.14538869355582,162.0740837912594,164.8670196533203,5316500,0.0,0.0
2022-10-25 00:00:00-04:00,165.2752676499876,165.9711830673215,163.8741630401254,165.41445922851562,5220000,0.0,0.0
2022-10-26 00:00:00-04:00,166.33307074988656,167.85480534135874,165.46086858910667,166.1567840576172,5136000,0.0,0.0
2022-10-27 00:00:00-04:00,167.36302701817655,167.88264163849158,165.69284121243157,165.98048400878906,5424100,0.0,0.0
2022-10-28 00:00:00-04:00,166.74135902971227,169.7384312969152,166.53722267383463,169.0889129638672,6715300,0.0,0.0
2022-10-31 00:00:00-04:00,168.11461539094208,169.78481537428294,167.52076808113605,168.48577880859375,4877200,0.0,0.0
2022-11-01 00:00:00-04:00,167.8919416384211,169.62708647562005,166.9176570760951,167.72491455078125,4084500,0.0,0.0
2022-11-02 00:00:00-04:00,167.74347003969464,170.34155739003808,165.32168354703853,165.3866424560547,4970600,0.0,0.0
2022-11-03 00:00:00-04:00,164.0319361928226,165.99905298314312,163.79996433892862,164.95982360839844,3753800,0.0,0.0
2022-11-04 00:00:00-04:00,165.0897268297339,166.82487176142547,163.7999638919406,165.88771057128906,3922400,0.0,0.0
2022-11-07 00:00:00-05:00,166.57433981841726,167.595007400892,165.93409528624855,167.21458435058594,3246100,0.0,0.0
2022-11-08 00:00:00-05:00,167.42799428528477,168.9775644476849,165.90625961047454,167.67852783203125,3724700,0.0,0.0
2022-11-09 00:00:00-05:00,166.97333786796733,168.01258140281078,165.53510953983917,165.67430114746094,4723600,0.0,0.0
2022-11-10 00:00:00-05:00,169.47864298649853,169.72917657109403,165.68358658174276,168.59715270996094,6704100,0.0,0.0
2022-11-11 00:00:00-05:00,168.06825261349624,168.587867302413,162.78857093782693,165.21035766601562,7390500,0.0,0.0
2022-11-14 00:00:00-05:00,165.78562304580026,166.2588404742002,163.77210929344287,163.9855194091797,5633000,0.0,0.0
2022-11-15 00:00:00-05:00,165.20106456025147,165.81347363521084,162.77000413100046,164.41236877441406,5153600,0.0,0.0
2022-11-16 00:00:00-05:00,165.4423335768254,166.67642557247873,164.9041571619845,165.4701690673828,4701100,0.0,0.0
2022-11-17 00:00:00-05:00,164.69076404868346,167.16822207360377,164.63507890337047,167.04759216308594,3920300,0.0,0.0
2022-11-18 00:00:00-05:00,167.2145550679758,168.7270015448202,167.0382542382887,168.2537841796875,4498100,0.0,0.0
2022-11-21 00:00:00-05:00,169.12602621980315,171.7797845282296,168.95899913938237,171.4921417236328,4397600,0.0,0.0
2022-11-22 00:00:00-05:00,172.41071760625994,173.16230396959557,171.07455777880327,171.5106658935547,4109600,0.0,0.0
2022-11-23 00:00:00-05:00,171.65916574789378,172.66128581992103,171.19522205668324,171.7333984375,2511000,0.0,0.0
2022-11-25 00:00:00-05:00,171.26945170051675,171.65916269519064,170.6756043526655,170.83334350585938,1837000,0.0,0.0
2022-11-28 00:00:00-05:00,171.1024135961065,172.1138215202539,170.27659445994428,170.6291961669922,6411400,0.0,0.0
2022-11-29 00:00:00-05:00,170.081734026957,170.1930759651252,167.96615225114732,169.4229278564453,4375400,0.0,0.0
2022-11-30 00:00:00-05:00,168.78271119736925,172.30868612400369,167.24242888472642,172.13238525390625,7915600,0.0,0.0
2022-12-01 00:00:00-05:00,173.17810950576867,173.971739295859,171.94566538392644,173.57025146484375,4683300,1.15,0.0
