전체변동률평균,표준편차,-1 시그마,-2 시그마,-3 시그마,RSI,Stoch,RSI-Stoch,MA20,MA125,MA200,단기이격도,중기이격도,장기이격도
24.841145757799232,0.7665244684787681,-0.7665244684787681,-1.5330489369575362,-2.299573405436304,66.98411571589374,98.26212515549376,82.62312043569375,53.63850631713867,56.51928829956055,55.984018077850344,3.7687356883529173,-1.5203454926645315,-0.5787691587046514
