전체변동률평균,표준편차,-1 시그마,-2 시그마,-3 시그마,RSI,Stoch,RSI-Stoch,MA20,MA125,MA200,단기이격도,중기이격도,장기이격도
4.62444209364683,3.0584502919696197,-3.0584502919696197,-6.116900583939239,-9.175350875908858,65.56075947474262,98.1660255796209,81.86339252718176,7.559720373153686,9.471391666412353,8.821698732376099,10.056976768220952,-12.15652368881782,-5.687102368511161
