전체변동률평균,표준편차,-1 시그마,-2 시그마,-3 시그마,RSI,Stoch,RSI-Stoch,MA20,MA125,MA200,단기이격도,중기이격도,장기이격도
28.94512874405091,6.799664084674603,-6.799664084674603,-13.599328169349207,-20.39899225402381,83.92404406216997,92.10199346527277,88.01301876372136,37.112500286102296,44.87350244140625,37.37507655143738,19.259004325578857,-1.367185725415872,18.4211576412973
