전체변동률평균,표준편차,-1 시그마,-2 시그마,-3 시그마,RSI,Stoch,RSI-Stoch,MA20,MA125,MA200,단기이격도,중기이격도,장기이격도
-69.39856027735864,3.2337646918581755,-3.2337646918581755,-6.467529383716351,-9.701294075574527,54.634514721088564,46.642476909305024,50.63849581519679,40.26350002288818,42.61814797973633,46.92312580108643,-1.7969106186733812,-7.222620433136965,-15.73451205458299
