전체변동률평균,표준편차,-1 시그마,-2 시그마,-3 시그마,RSI,Stoch,RSI-Stoch,MA20,MA125,MA200,단기이격도,중기이격도,장기이격도
97.20648375885321,1.782915143124,-1.782915143124,-3.565830286248,-5.348745429372,62.8640862097381,95.03185394323145,78.94797007648478,44.33000030517578,51.161599975585936,49.037749977111815,8.369051623756475,-6.101449254026856,-2.034655060744359
