전체변동률평균,표준편차,-1 시그마,-2 시그마,-3 시그마,RSI,Stoch,RSI-Stoch,MA20,MA125,MA200,단기이격도,중기이격도,장기이격도
-6.133642929102779,8.254923110798083,-8.254923110798083,-16.509846221596167,-24.764769332394252,66.31773384912393,92.23826158598105,79.2779977175525,15.17649998664856,23.037699859619142,,18.011398301112447,-22.257864471943005,
