전체변동률평균,표준편차,-1 시그마,-2 시그마,-3 시그마,RSI,Stoch,RSI-Stoch,MA20,MA125,MA200,단기이격도,중기이격도,장기이격도
-43.261687578143416,7.019483193482262,-7.019483193482262,-14.038966386964525,-21.058449580446787,60.3973512108726,85.11797220099821,72.7576617059354,11.1375,24.800584350585936,29.582313947677612,10.347923338747728,-50.44471618846084,-58.45490659185616
