전체변동률평균,표준편차,-1 시그마,-2 시그마,-3 시그마,RSI,Stoch,RSI-Stoch,MA20,MA125,MA200,단기이격도,중기이격도,장기이격도
56.709857793313546,1.509864647944653,-1.509864647944653,-3.019729295889306,-4.529593943833959,70.50171815257899,96.60628664640791,83.55400239949344,187.3104995727539,205.64904748535156,201.62146003723146,7.436585750495926,-2.1439642177295055,-0.18919342415085966
