전체변동률평균,표준편차,-1 시그마,-2 시그마,-3 시그마,RSI,Stoch,RSI-Stoch,MA20,MA125,MA200,단기이격도,중기이격도,장기이격도
85.17738605056012,3.867869775905519,-3.867869775905519,-7.735739551811038,-11.603609327716558,76.2886479687562,97.80171400418992,87.04518098647306,7.327800035476685,9.79984408569336,9.240570750236511,13.130815820818864,-15.406817808913212,-10.28692722642867
