전체변동률평균,표준편차,-1 시그마,-2 시그마,-3 시그마,RSI,Stoch,RSI-Stoch,MA20,MA125,MA200,단기이격도,중기이격도,장기이격도
264.675999749403,6.423819863168273,-6.423819863168273,-12.847639726336546,-19.27145958950482,67.69780376885791,71.8750053218429,69.78640454535041,25.002999973297122,30.581840072631834,22.310650062561034,14.786228826903491,-6.1534535045079535,28.638119832735104
