전체변동률평균,표준편차,-1 시그마,-2 시그마,-3 시그마,RSI,Stoch,RSI-Stoch,MA20,MA125,MA200,단기이격도,중기이격도,장기이격도
89.71510499146085,4.27198414364227,-4.27198414364227,-8.54396828728454,-12.81595243092681,78.10886449366757,97.34596056030355,87.72741252698556,54.74772148132324,50.984641967773435,,15.986562146997354,24.547309835258467,
