전체변동률평균,표준편차,-1 시그마,-2 시그마,-3 시그마,RSI,Stoch,RSI-Stoch,MA20,MA125,MA200,단기이격도,중기이격도,장기이격도
-19.446873124187704,1.1006338346646631,-1.1006338346646631,-2.2012676693293263,-3.3019015039939896,36.40110689060888,54.102893863379876,45.252000376994374,88.84105911254883,88.92776788330079,90.80963283538819,0.05508745346856278,-0.04247097903313406,-2.113909489337429
