전체변동률평균,표준편차,-1 시그마,-2 시그마,-3 시그마,RSI,Stoch,RSI-Stoch,MA20,MA125,MA200,단기이격도,중기이격도,장기이격도
787.6541930941786,6.232022554978336,-6.232022554978336,-12.464045109956672,-18.696067664935008,56.7532123418315,60.59113200802373,58.67217217492761,33.68100004196167,58.66552030944824,59.29590029716492,3.1738961334476805,-40.765888009343335,-41.39561112008028
